cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
3,0.2l;0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Reparación Intensiva 750 ml | Crema Corporal Lubriderm Reparación Intensiva 200 ml | Crema Corporal Lubriderm Reparación Intensiva 400 ml,crema_corporal_lubriderm_reparacion_intensiva_sin,8243;9378;9395
2,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Colágeno 680 ml | Shampoo Elvive Colágeno 370 ml,shampoo_elvive_colageno_sin_marca_general,8274;9218
6,0.12l;0.2l;0.4l;0.75l;0.946l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Humectación Diaria 750 ml | Crema Corporal Lubriderm Humectación Diaria 946 ml | Crema Corporal Lubriderm Humectación Diaria 400 ml | Crema Corporal Lubriderm Humectación Diaria 200 ml | Crema Corporal Lubriderm Humectación Diaria 120 ml,crema_corporal_lubriderm_humectacion_diaria_sin,8321;8533;9384;9388;9398;9402
2,0.34kg;0.454kg,sin marca,formatos incompatibles,Crema Cerave Hidratante Piel Muy Seca 340 g | Crema Cerave Hidratante Piel Muy Seca 454 g,crema_cerave_hidratante_piel_muy_seca,8328;8340
3,0.45l;0.5l;0.68kg,sin marca,formatos incompatibles,Limpiador Crema Cif Original 500 ml | Limpiador Crema Cif Original 450 ml | Limpiador Crema Cif Original 680 g,limpiador_crema_cif_original_sin_marca,8338;8470;10167
2,0.12kg;0.13kg,sin marca,formatos incompatibles,Postre Chandelle Crema Sabor Lúcuma 120 g | Postre Chandelle Crema Sabor Lúcuma 130 g,postre_chandelle_crema_sabor_lucuma_sin,8354;8449
6,0.093kg;0.125kg;0.187kg;0.25kg;0.751kg;1kg,sin marca,formatos incompatibles,Puré de Papas Maggi 187 g | Puré de Papas Maggi 93 g | Puré de Papas Maggi 751 G | Puré de Papas Maggi 125 g | Puré de Papas Maggi 1 kg,pure_papas_maggi_sin_marca_general,8372;9044;9046;9536;9538;9586
2,0.05kg;0.06kg,sin marca,formatos incompatibles,Crema para Pies Preface 50 g | Crema para Pies Preface 60 g,crema_para_pies_preface_sin_marca,8377;9333
2,0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Prevención UV 30 - 750 ml | Crema Corporal Lubriderm Prevención UV 30 - 400 ml,crema_corporal_lubriderm_prevencion_uv_30,8382;10220
2,0.4l;1l,sin marca,formatos incompatibles,Crema Corporal Nivea Regeneración Intensiva 1000 ml | Crema Corporal Nivea Regeneración Intensiva 400 ml,crema_corporal_nivea_regeneracion_intensiva_sin,8386;9435
2,0.075l;0.15l,sin marca,formatos incompatibles,Crema Multipropósito Nivea Men Creme 150 ml | Crema Multipropósito Nivea Men Creme 75 ml,crema_multiproposito_nivea_men_creme_sin,8417;8458
2,0.1l;0.2l,sin marca,formatos incompatibles,Crema Depilatoria Pielarmina Depil Cuerpo Piel Sensible 200 ml | Crema Depilatoria Pielarmina Depil Cuerpo Piel Sensible 100 ml,crema_depilatoria_pielarmina_depil_cuerpo_piel,8429;8454
2,0.1l;0.2l,sin marca,formatos incompatibles,Crema Corporal Depilatoria Veet Piel Sensible 100 ml | Crema Corporal Depilatoria Veet Piel Sensible 200 ml,crema_corporal_depilatoria_veet_piel_sensible,8469;8475
2,0.8l;1l,sin marca,formatos incompatibles,Crema Corporal Lechuga Reafirmante 800 ml | Crema Corporal Lechuga Reafirmante 1000 ml,crema_corporal_lechuga_reafirmante_sin_marca,8527;9702
2,0.385l;1l,sin marca,formatos incompatibles,Crema Corporal Umai Humectante Frasco 1 L | Crema Corporal Umai Humectante Frasco 385 ml,crema_corporal_umai_humectante_frasco_sin,8539;9416
2,0.75kg;1kg,sin marca,formatos incompatibles,Helado Crema Americana 1 kg | Helado Crema Americana 750 g,helado_crema_americana_sin_marca_general,8540;8541
2,0.45l;0.75l,sin marca,formatos incompatibles,Jabón Ballerina Crema Piel Sensible 450 ml | Jabón Líquido Ballerina Crema Piel Sensible 750 ml,jabon_ballerina_crema_piel_sensible_sin,8566;8980
2,0.236l;0.473l,sin marca,formatos incompatibles,Loción Cerave Hidratante 236 ml | Loción Cerave Hidratante 473 ml,locion_cerave_hidratante_sin_marca_general,8599;8601
2,0.25l;0.4l,sin marca,formatos incompatibles,Loción Corporal Eucerin Ph5 400 ml | Loción Corporal Eucerin Ph5 250 ml,locion_corporal_eucerin_ph5_sin_marca,8619;9647
2,0.34l;0.48l,sin marca,formatos incompatibles,Cera Crema Brillina Incolora 340 ml | Cera Crema Brillina Incolora 480 cc,cera_crema_brillina_incolora_sin_marca,8625;8662
2,0.34l;0.48l,sin marca,formatos incompatibles,Cera Crema Brillina Amarilla 340 ml | Cera Crema Brillina Amarilla 480 cc,cera_crema_brillina_amarilla_sin_marca,8637;8685
2,0.34l;0.48l,sin marca,formatos incompatibles,Cera Crema Brillina Tierra Color 340 ml | Cera Crema Brillina Tierra Color 480 cc,cera_crema_brillina_tierra_color_sin,8638;8671
4,0.035kg;0.06kg;0.16kg;0.1kg,sin marca,formatos incompatibles,Pomada para Coceduras D' Hipoglós Hipoalergénica 100 g | Pomada para Coceduras D' Hipoglós Hipoalergénica 160 g | Pomada para Coceduras D' Hipoglós Hipoalergénica 60 g | Pomada para Coceduras D' Hipoglós Hipoalergénica 35 g,pomada_para_coceduras_d_hipoglos_hipoalergenica,8694;8695;8713;9553
2,0.75kg;1kg,sin marca,formatos incompatibles,Helado Crema Americana y Dulce de Leche 750 g | Helado Crema Americana y dulce de leche 1 kg,helado_crema_americana_dulce_leche_sin,8702;9618
2,0.07kg;0.08kg,sin marca,formatos incompatibles,Crema de Manos Pielarmina Parafina Caléndula 70 g | Crema de Manos Pielarmina Parafina Caléndula 80 g,crema_manos_pielarmina_parafina_calendula_sin,8854;10215
2,0.35l;0.75l,sin marca,formatos incompatibles,Crema Corporal Pielarmina Colágeno 350 ml | Crema Corporal Pielarmina Colágeno 750 ml,crema_corporal_pielarmina_colageno_sin_marca,8858;8877
2,0.07kg;0.08kg,sin marca,formatos incompatibles,Crema de Manos Pielarmina Rosa Mosqueta 70 g | Crema de Manos Pielarmina Rosa Mosqueta 80 g,crema_manos_pielarmina_rosa_mosqueta_sin,8863;9923
12,0.038kg;0.042kg;0.11kg;0.15kg;0.17kg;0.18kg;0.1kg;0.23kg;0.38kg;0.3kg;0.4kg,sin marca,formatos incompatibles; grupo demasiado grande,Papas Fritas Lay's Corte Americano Crema y Cebolla 170 g | Papas Fritas Lay's Corte Americano 300 g | Papas Fritas Lay's Corte Americano 380 g | Papas Fritas Lay's Corte Americano 180 g | Papas Fritas Lay's Corte Americano Merken 180 g,papas_fritas_lay_s_corte_americano,8867;17403;17474;18018;18171;18183;18192;18193;18197;19390;19846;19857
3,0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Simond's Dermocream Diabetic Skin 750 ml | Crema Corporal Simond's Dermocream Diabetic Skin 400 ml | Crema Corporal Simond's Dermocream Diabetic Skin 400 ml,crema_corporal_simond_s_dermocream_diabetic,8893;9389;9883
2,0.179l;0.322l,sin marca,formatos incompatibles,Espuma de Afeitar Gillette Foamy Mentol 322 ml | Espuma de Afeitar Gillette Foamy Mentol 179 ml,espuma_afeitar_gillette_foamy_mentol_sin,8895;8898
4,0.35kg;0.75kg,sin marca,formatos incompatibles,Crema Corporal Pielarmina Clinical Advanced Urea 5% Piel Sensible 350 g | Crema Corporal Pielarmina Clinical Advanced Urea 15% 350 g | Crema Corporal Pielarmina Clinical Advanced Urea 15% 750 g | Crema Corporal Pielarmina Clinical Advanced Urea 5% Piel Sensible 750 g,crema_corporal_pielarmina_clinical_advanced_urea,8916;9411;9418;9445
2,0.05l;0.1l,sin marca,formatos incompatibles,Crema para Rozaduras Mustela Bebé 50 ml | Crema para Rozaduras Mustela Bebé 100 ml,crema_para_rozaduras_mustela_bebe_sin,8919;9726
2,0.06kg;0.1kg,sin marca,formatos incompatibles,Desodorante Crema Etiquet Women Antitranspirante 60 g | Desodorante Crema Etiquet Women Antitranspirante 100 g,desodorante_crema_etiquet_women_antitranspirante_sin,8920;9175
3,0.125kg;0.25kg;1kg,sin marca,formatos incompatibles,Puré de Papas Hoffmann 250 g | Puré de Papas Hoffmann 1 kg | Pure de Papas Hoffmann de 125G,pure_papas_hoffmann_sin_marca_general,8933;9063;10229
2,0.4l;0.6l,sin marca,formatos incompatibles,Crema Cuerpo Vaseline Deep Moisture 400 ml | Crema Cuerpo Vaseline Deep Moisture 600 ml,crema_cuerpo_vaseline_deep_moisture_sin,8950;8997
2,0.3l;0.5l,sin marca,formatos incompatibles,Crema para Peinar Elvive Hidra Hialurónico 300 ml | Crema para Peinar Elvive Hidra Hialurónico 3 en 1 - 500 ml,crema_para_peinar_elvive_hidra_hialuronico,8961;9019
3,0.06l;0.15l;0.25l,sin marca,formatos incompatibles,Crema Multipropósito Nivea Creme Humectante con Vitamina E 150 ml | Crema Multipropósito Nivea Creme Humectante con Vitamina E 250 ml | Crema Multipropósito Nivea Creme Humectante con Vitamina E 60 ml,crema_multiproposito_nivea_creme_humectante_con,8977;9025;9052
2,0.057l;0.15l,sin marca,formatos incompatibles,Espuma de Afeitar Gillette Sensitive 150 ml | Espuma de Afeitar Gillette Sensitive 57 ml,espuma_afeitar_gillette_sensitive_sin_marca,9150;9871
2,0.25kg;1kg,sin marca,formatos incompatibles,Puré de Papas Instantáneo Alcafood Tradicional 250 g | Puré de Papas Instantáneo Alcafood Tradicional 1 kg,pure_papas_instantaneo_alcafood_tradicional_sin,9154;9212
2,0.15l;0.25l,sin marca,formatos incompatibles,Desodorante Spray Dove Original 150 ml | Desodorante Spray Dove Original 250 ml,desodorante_spray_dove_original_sin_marca,9237;9265
2,0.043kg;0.054kg,sin marca,formatos incompatibles,Desodorante Barra Nivea Pearl & Beauty 54 g | Desodorante Barra Nivea Pearl & Beauty 43 g,desodorante_barra_nivea_pearl_beauty_sin,9252;28131
3,0.055l;0.11l;0.15l,sin marca,formatos incompatibles,Desodorante Spray Dove Clinical 55 ml | Desodorante Spray Dove Clinical 150 ml | Desodorante Spray Dove Clinical 110 ml,desodorante_spray_dove_clinical_sin_marca,9258;27727;28158
2,0.045kg;0.073kg,sin marca,formatos incompatibles,Desodorante Gel Secret Ph Balanced Lavender Aroma Lavanda 45 g | Desodorante Gel Secret pH Balanced Lavender 73 g,desodorante_gel_secret_ph_balanced_lavender,9323;27922
2,0.41l;0.7l,sin marca,formatos incompatibles,Emulsionado Babyland Neutro Hipoalergénico 410 cc | Emulsionado Babyland Neutro Hipoalergénico 700 cc,emulsionado_babyland_neutro_hipoalergenico_sin_marca,9324;9328
2,0.04kg;0.07kg,sin marca,formatos incompatibles,Crema Adhesiva Dental Corega Máximo Sellado 40 g | Crema Adhesiva Dental Corega Máximo Sellado 70 g,crema_adhesiva_dental_corega_maximo_sellado,9339;9340
2,0.2l;0.532l,sin marca,formatos incompatibles,Crema St. Ives Avena Karité 200 ml | Crema St. Ives Avena & Karité 532 ml,crema_st__ives_avena_karite_sin,9348;9433
2,0.045kg;0.05kg,sin marca,formatos incompatibles,Pack 2 un. Desodorante Barra Lady Speed Stick Clinical 50 g | Pack 2 un. Desodorante Barra Lady Speed Stick Invisible Floral 45 g,pack_2_un__desodorante_barra_lady,9353;27744
2,0.385l;1l,sin marca,formatos incompatibles,Crema Corporal Umai Reafirmante Frasco 385 ml | Crema Corporal Umai Reafirmante Frasco 1 L,crema_corporal_umai_reafirmante_frasco_sin,9386;9393
2,0.125l;0.25l,sin marca,formatos incompatibles,Crema Corporal Nivea para Piel Seca 125 ml | Crema Corporal Nivea para Piel Seca 250 ml,crema_corporal_nivea_para_piel_seca,9399;9428
3,0.1l;0.2l;0.375l,sin marca,formatos incompatibles,Crema Multipropósito Nivea Soft 200 ml | Crema Multipropósito Nivea Soft 375 ml | Crema Multipropósito Nivea Soft 100 ml,crema_multiproposito_nivea_soft_sin_marca,9409;9421;9596
2,0.4l;0.75l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Protección Solar UV 15 - 750 ml | Crema Corporal Lubriderm Protección Solar UV 15 - 400 ml,crema_corporal_lubriderm_proteccion_solar_uv,9427;9723
2,0.25l;1l,sin marca,formatos incompatibles,Crema Corporal Nivea Q10 Reafirmante 1000 ml | Crema Corporal Nivea Q10 Reafirmante 250 ml,crema_corporal_nivea_q10_reafirmante_sin,9437;9440
2,0.1kg;0.22kg,sin marca,formatos incompatibles,Talco para Pies Brooks 42K 220 g | Talco para Pies Brooks 42K 100 g,talco_para_pies_brooks_42k_sin,9466;9473
2,0.08kg;0.1kg,sin marca,formatos incompatibles,Talco para Pies Brooks 80 g | Talco para Pies Brooks 100 g,talco_para_pies_brooks_sin_marca,9471;9476
2,0.18l;0.26l,sin marca,formatos incompatibles,Desodorante para Pies Deo Pies Antibacterial Spray 260 ml | Desodorante para Pies Deo Pies Antibacterial Spray 180 ml,desodorante_para_pies_deo_antibacterial_spray,9483;28223
2,0.1l;0.24l,sin marca,formatos incompatibles,Aromatizador Spray Dusa Lavender Fields 100 ml | Aromatizador Spray Dusa Lavender Fields 240 ml,aromatizador_spray_dusa_lavender_fields_sin,9504;13785
2,0.17kg;0.435kg,sin marca,formatos incompatibles,Crema para Café Coffee Mate Original 435 g | Crema para Café Coffee Mate Original 170 g,crema_para_cafe_coffee_mate_original,9533;9534
6,0.12l;0.2l;0.4l;0.75l;0.946l;1.5l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Piel Normal 200 ml | Crema Corporal Lubriderm Piel Normal 750 ml | Crema Corporal Lubriderm Piel Normal 400 ml | Crema Corporal Lubriderm Piel Normal 120 ml | Crema Corporal Lubriderm Piel Normal 946 ml,crema_corporal_lubriderm_piel_sin_marca,9559;9724;9725;9732;9760;10122
2,0.11kg;0.23kg,sin marca,formatos incompatibles,Crema Antiestrías Maam Prenatal 230 g | Crema Antiestrías Maam Prenatal 110 g,crema_antiestrias_maam_prenatal_sin_marca,9575;9576
2,0.2l;0.4l,sin marca,formatos incompatibles,Crema Corporal Lubriderm Piel Normal 200 ml + 120 ml | Crema Corporal Lubriderm Piel Normal 400 ml + 120 ml,crema_corporal_lubriderm_piel_120ml_sin,9622;10233
2,0.25l;0.75l,sin marca,formatos incompatibles,Jabón Líquido Nivea Creme Soft 750 ml | Jabón Líquido Nivea Creme Soft 250 ml,jabon_nivea_creme_soft_sin_marca,9623;9628
2,0.25l;0.75l,sin marca,formatos incompatibles,Jabón Líquido Nivea Creme Care 250 ml | Jabón Líquido Nivea Creme Care 750 ml,jabon_nivea_creme_care_sin_marca,9675;9685
2,0.1kg;0.2kg,sin marca,formatos incompatibles,Caldo Pollo Knorr 100 g | Caldo de Pollo Knorr 200 g,caldo_pollo_knorr_sin_marca_general,10070;10075
2,0.04kg;0.07kg,sin marca,formatos incompatibles,Crema Adhesiva Dental Corega Máxima Frescura 40 g | Crema Adhesiva Dental Corega Máxima Frescura 70 g,crema_adhesiva_dental_corega_maxima_frescura,10086;10087
2,0.375kg;0.75kg,sin marca,formatos incompatibles,Limpiador Crema Cif Bioactive Original 375 g | Limpiador Crema Cif Bioactive Original 750 g,limpiador_crema_cif_bioactive_original_sin,10208;10224
2,0.126kg;0.154kg,sin marca,formatos incompatibles,Galletas Oreo Chocolate Crema Vainilla 154 g | Galletas Oreo Chocolate y Crema Vainilla 126 g,galletas_oreo_chocolate_crema_vainilla_sin,10217;10222
3,0.1l;0.2l;0.4l,sin marca,formatos incompatibles,Loción Micelar 3 en 1 Nivea Piel Sensible 200 ml | Loción Micelar 3 en 1 Nivea Piel Sensible 100 ml | Loción Micelar 3 en 1 Nivea Piel Sensible 400 ml,locion_micelar_3_en_1_nivea,10221;25752;25753
2,0.125l;0.25l,sin marca,formatos incompatibles,Crema Humectante Nivea Soft Milk 250 ml | Crema Humectante Nivea Soft Milk 125 ml,crema_humectante_nivea_soft_milk_sin,10248;10250
2,1.36kg;1kg,sin marca,formatos incompatibles,Manzana Royal Gala Bolsa 1 kg | Manzana Royal Gala Bolsa 1.36 kg,manzana_royal_gala_bolsa_sin_marca,10310;10466
2,0.3kg;0.4kg,sin marca,formatos incompatibles,Mix Fruta Mango Frutilla Kiwi 400 g | Mix Fruta Mango Frutilla Kiwi 300 g,mix_fruta_mango_frutilla_kiwi_sin,10321;10332
2,1.36kg;1kg,sin marca,formatos incompatibles,Manzana Fuji Bolsa 1 kg | Manzana Fuji Bolsa 1.36 kg,manzana_fuji_bolsa_sin_marca_general,10323;10459
2,2.5kg;2kg,sin marca,formatos incompatibles,Cerezas Maleta Caja 2.5 kg | Cerezas Maleta Caja 2 kg,cerezas_maleta_caja_sin_marca_general,10417;10467
2,0.4kg;0.9kg,sin marca,formatos incompatibles,Mix Sandia Melón 400 g | Mix Sandía Melón 900 g,mix_sandia_melon_sin_marca_general,10428;10435
2,0.3kg;0.6kg,sin marca,formatos incompatibles,Ensalada Dole Napolitana Repollo Blanco y Zanahoria 300 g | Ensalada Dole Napolitana Repollo Blanco y Zanahoria Dole 600 g,ensalada_dole_napolitana_repollo_blanco_zanahoria,10569;10853
2,0.34kg;0.3kg,sin marca,formatos incompatibles,Tomate Mix Cóctel Variedades 300 g | Tomate Mix Cóctel Variedades 340 g,tomate_mix_coctel_variedades_sin_marca,10596;10926
2,0.3kg;0.6kg,sin marca,formatos incompatibles,Repollo Blanco Dole 300 g | Repollo Blanco Dole 600 g,repollo_blanco_dole_sin_marca_general,10615;10839
2,0.3kg;0.6kg,sin marca,formatos incompatibles,Ensalada Dole Toscana 300 g | Ensalada Dole Toscana 600 g,ensalada_dole_toscana_sin_marca_general,10622;10826
2,0.08kg;0.125kg,sin marca,formatos incompatibles,Dientes de Ajo Negro Chilote 80 g | Dientes de Ajo Negro Chilote 125 g,dientes_ajo_negro_chilote_sin_marca,10745;10746
2,0.05kg;0.15kg,sin marca,formatos incompatibles,Espinaca Baby Pro Verde 150 g | Espinaca Baby Pro Verde 50 g,espinaca_baby_pro_verde_sin_marca,10752;10918
2,0.18kg;0.3kg,sin marca,formatos incompatibles,Ensalada Lechuga Escarola 300 g | Ensalada Lechuga Escarola 180 g,ensalada_lechuga_escarola_sin_marca_general,10783;10824
2,0.27kg;0.34kg,sin marca,formatos incompatibles,Tomate Cherry Racimo 270 g | Tomate Cherry Racimo 340 g,tomate_cherry_racimo_sin_marca_general,10905;10927
2,0.32kg;0.5kg,sin marca,formatos incompatibles,Carne Molida Vacuno 10% Grasa 500 g | Carne Molida Vacuno 10% Grasa 320 g,carne_molida_vacuno_10_grasa_sin,10930;12098
2,0.32kg;0.5kg,sin marca,formatos incompatibles,Carne Molida Vacuno 4% Grasa 500 g | Carne Molida Vacuno 4% Grasa 320 g,carne_molida_vacuno_4_grasa_sin,10932;12157
2,0.32kg;0.5kg,sin marca,formatos incompatibles,Carne Molida Vacuno 7% Grasa 500 g | Carne Molida Vacuno 7% Grasa 320 g,carne_molida_vacuno_7_grasa_sin,10933;12284
2,0.4kg;0.9kg,sin marca,formatos incompatibles,Pulpa Cerdo Super Cerdo 900 g | Pulpa Cerdo Super Cerdo 400 g,pulpa_cerdo_super_sin_marca_general,10952;12264
3,0.1kg;0.25kg;0.5kg,sin marca,formatos incompatibles,Camarón Cocido Sin Cáscara S 100 g | Camarón Cocido Sin Cáscara S 250 g | Camarón Cocido Sin Cáscara S 500 g,camaron_cocido_cascara_s_sin_marca,10970;11076;11592
3,0.5kg;1kg,sin marca,formatos incompatibles,Camarón Cocido Sin Cáscara M 500 g | Camarón Cocido Sin Cáscara M 1 kg | Camarón Cocido Sin Cáscara m 500 g,camaron_cocido_cascara_m_sin_marca,10979;11154;11573
2,0.4kg;0.7kg,cuisine & co,formatos incompatibles,Pulpa Pierna Cerdo Cuisine & Co 700 g | Pulpa Pierna Cerdo Cuisine & Co 400 g,pulpa_pierna_cerdo_cuisine_co_general,11000;12279
2,0.4kg;1kg,omo,formatos incompatibles,Plateada Lomo Chilena Cerdo Super Cerdo 1 kg | Plateada Lomo Chilena Cerdo Super Cerdo 400 g,plateada_lomo_chilena_cerdo_super_omo,11074;11484
2,0.1kg;0.28kg,sin marca,formatos incompatibles,Alimento Húmedo Perro Adulto Pedigree Carne Sobre 100 g | Alimento Húmedo Perro Adulto Pedigree Carne Lata 280 g,alimento_humedo_perro_adulto_pedigree_carne,11124;11905
2,0.1kg;0.454kg,sin marca,formatos incompatibles,Camarón Cocido Pelado con Cola Tamaño S 100/200 100 g | Camarón Cocido Pelado con Cola Tamaño M 51/60 454 g,camaron_cocido_pelado_con_cola_tamano,11128;11618
2,0.4kg;0.9kg,sin marca,formatos incompatibles,Malaya Cerdo Super Cerdo 900 g | Malaya Cerdo Super Cerdo 400 g,malaya_cerdo_super_sin_marca_general,11134;11472
3,0.45kg;0.6kg,sin marca,formatos incompatibles,Bistec de Pechuga de Pavo Ariztía 450 g | Bistec de Pechuga de Pavo Ariztía Light 450 g | Bistec de Pechuga de Pavo Ariztía Light 600 g,bistec_pechuga_pavo_ariztia_sin_marca,11179;11542;11963
5,12kg;2kg;6kg,sin marca,formatos incompatibles,Alimento Perro Adulto Purina One Mediano Grande Carne 12 kg | Alimento Perro Adulto Purina One Mediano Grande Carne 6 kg | Alimento Perro Adulto Purina One Mediano Grande Pollo y Cordero 12 kg | Alimento Perro Adulto Purina One Mediano Grande Cordero 2 kg | Alimento Perro Adulto Purina One Mediano Grande Cordero 6 kg,alimento_perro_adulto_purina_one_mediano,11183;11841;29024;29040;29069
2,0.09kg;0.9kg,sin marca,formatos incompatibles,Hamburguesa de Vacuno San Jorge 90 g | Hamburguesa de Vacuno San Jorge 900 g,hamburguesa_vacuno_san_jorge_sin_marca,11217;11353
4,0.245kg;0.2kg;0.98kg,sin marca,formatos incompatibles,Salsa de Tomate Maggi Tuco con Carne 245 g | Salsa de Tomate Maggi Tuco con Carne 980 g | Salsa de Tomate Maggi Tuco con Carne 200 g | Salsa de tomate maggi tuco con carne lata 245 g,salsa_tomate_maggi_tuco_con_carne,11229;11737;11786;30460
2,0.14kg;0.24kg,sin marca,formatos incompatibles,Filetes de Anchoas En Aceite de Oliva 140 g | Filetes de Anchoas En Aceite de Oliva 240 g,filetes_anchoas_en_aceite_oliva_sin,11235;11965
